,filepath,writer,label
582,full_forg\forgeries_32_15.png,32_15,1
583,full_forg\forgeries_32_16.png,32_16,1
584,full_forg\forgeries_32_17.png,32_17,1
585,full_forg\forgeries_32_18.png,32_18,1
586,full_forg\forgeries_32_19.png,32_19,1
587,full_forg\forgeries_32_2.png,32_2,1
588,full_forg\forgeries_32_20.png,32_20,1
589,full_forg\forgeries_32_21.png,32_21,1
590,full_forg\forgeries_32_22.png,32_22,1
591,full_forg\forgeries_32_23.png,32_23,1
592,full_forg\forgeries_32_24.png,32_24,1
593,full_forg\forgeries_32_3.png,32_3,1
594,full_forg\forgeries_32_4.png,32_4,1
595,full_forg\forgeries_32_5.png,32_5,1
596,full_forg\forgeries_32_6.png,32_6,1
597,full_forg\forgeries_32_7.png,32_7,1
598,full_forg\forgeries_32_8.png,32_8,1
599,full_forg\forgeries_32_9.png,32_9,1
600,full_forg\forgeries_33_1.png,33_1,1
601,full_forg\forgeries_33_10.png,33_10,1
602,full_forg\forgeries_33_11.png,33_11,1
603,full_forg\forgeries_33_12.png,33_12,1
604,full_forg\forgeries_33_13.png,33_13,1
605,full_forg\forgeries_33_14.png,33_14,1
606,full_forg\forgeries_33_15.png,33_15,1
607,full_forg\forgeries_33_16.png,33_16,1
608,full_forg\forgeries_33_17.png,33_17,1
609,full_forg\forgeries_33_18.png,33_18,1
610,full_forg\forgeries_33_19.png,33_19,1
611,full_forg\forgeries_33_2.png,33_2,1
612,full_forg\forgeries_33_20.png,33_20,1
613,full_forg\forgeries_33_21.png,33_21,1
614,full_forg\forgeries_33_22.png,33_22,1
615,full_forg\forgeries_33_23.png,33_23,1
616,full_forg\forgeries_33_24.png,33_24,1
617,full_forg\forgeries_33_3.png,33_3,1
618,full_forg\forgeries_33_4.png,33_4,1
619,full_forg\forgeries_33_5.png,33_5,1
620,full_forg\forgeries_33_6.png,33_6,1
621,full_forg\forgeries_33_7.png,33_7,1
622,full_forg\forgeries_33_8.png,33_8,1
623,full_forg\forgeries_33_9.png,33_9,1
624,full_forg\forgeries_34_1.png,34_1,1
625,full_forg\forgeries_34_10.png,34_10,1
626,full_forg\forgeries_34_11.png,34_11,1
627,full_forg\forgeries_34_12.png,34_12,1
628,full_forg\forgeries_34_13.png,34_13,1
629,full_forg\forgeries_34_14.png,34_14,1
630,full_forg\forgeries_34_15.png,34_15,1
631,full_forg\forgeries_34_16.png,34_16,1
632,full_forg\forgeries_34_17.png,34_17,1
633,full_forg\forgeries_34_18.png,34_18,1
634,full_forg\forgeries_34_19.png,34_19,1
635,full_forg\forgeries_34_2.png,34_2,1
636,full_forg\forgeries_34_20.png,34_20,1
637,full_forg\forgeries_34_21.png,34_21,1
638,full_forg\forgeries_34_22.png,34_22,1
639,full_forg\forgeries_34_23.png,34_23,1
640,full_forg\forgeries_34_24.png,34_24,1
641,full_forg\forgeries_34_3.png,34_3,1
642,full_forg\forgeries_34_4.png,34_4,1
643,full_forg\forgeries_34_5.png,34_5,1
644,full_forg\forgeries_34_6.png,34_6,1
645,full_forg\forgeries_34_7.png,34_7,1
646,full_forg\forgeries_34_8.png,34_8,1
647,full_forg\forgeries_34_9.png,34_9,1
648,full_forg\forgeries_35_1.png,35_1,1
649,full_forg\forgeries_35_10.png,35_10,1
650,full_forg\forgeries_35_11.png,35_11,1
651,full_forg\forgeries_35_12.png,35_12,1
652,full_forg\forgeries_35_13.png,35_13,1
653,full_forg\forgeries_35_14.png,35_14,1
654,full_forg\forgeries_35_15.png,35_15,1
655,full_forg\forgeries_35_16.png,35_16,1
656,full_forg\forgeries_35_17.png,35_17,1
657,full_forg\forgeries_35_18.png,35_18,1
658,full_forg\forgeries_35_19.png,35_19,1
659,full_forg\forgeries_35_2.png,35_2,1
660,full_forg\forgeries_35_20.png,35_20,1
661,full_forg\forgeries_35_21.png,35_21,1
662,full_forg\forgeries_35_22.png,35_22,1
663,full_forg\forgeries_35_23.png,35_23,1
664,full_forg\forgeries_35_24.png,35_24,1
665,full_forg\forgeries_35_3.png,35_3,1
666,full_forg\forgeries_35_4.png,35_4,1
667,full_forg\forgeries_35_5.png,35_5,1
668,full_forg\forgeries_35_6.png,35_6,1
669,full_forg\forgeries_35_7.png,35_7,1
670,full_forg\forgeries_35_8.png,35_8,1
671,full_forg\forgeries_35_9.png,35_9,1
672,full_forg\forgeries_36_1.png,36_1,1
673,full_forg\forgeries_36_10.png,36_10,1
674,full_forg\forgeries_36_11.png,36_11,1
675,full_forg\forgeries_36_12.png,36_12,1
676,full_forg\forgeries_36_13.png,36_13,1
677,full_forg\forgeries_36_14.png,36_14,1
678,full_forg\forgeries_36_15.png,36_15,1
679,full_forg\forgeries_36_16.png,36_16,1
680,full_forg\forgeries_36_17.png,36_17,1
681,full_forg\forgeries_36_18.png,36_18,1
682,full_forg\forgeries_36_19.png,36_19,1
683,full_forg\forgeries_36_2.png,36_2,1
684,full_forg\forgeries_36_20.png,36_20,1
685,full_forg\forgeries_36_21.png,36_21,1
686,full_forg\forgeries_36_22.png,36_22,1
687,full_forg\forgeries_36_23.png,36_23,1
688,full_forg\forgeries_36_24.png,36_24,1
689,full_forg\forgeries_36_3.png,36_3,1
690,full_forg\forgeries_36_4.png,36_4,1
691,full_forg\forgeries_36_5.png,36_5,1
692,full_forg\forgeries_36_6.png,36_6,1
693,full_forg\forgeries_36_7.png,36_7,1
694,full_forg\forgeries_36_8.png,36_8,1
695,full_forg\forgeries_36_9.png,36_9,1
696,full_forg\forgeries_37_1.png,37_1,1
697,full_forg\forgeries_37_10.png,37_10,1
698,full_forg\forgeries_37_11.png,37_11,1
699,full_forg\forgeries_37_12.png,37_12,1
700,full_forg\forgeries_37_13.png,37_13,1
701,full_forg\forgeries_37_14.png,37_14,1
702,full_forg\forgeries_37_15.png,37_15,1
703,full_forg\forgeries_37_16.png,37_16,1
704,full_forg\forgeries_37_17.png,37_17,1
705,full_forg\forgeries_37_18.png,37_18,1
706,full_forg\forgeries_37_19.png,37_19,1
707,full_forg\forgeries_37_2.png,37_2,1
708,full_forg\forgeries_37_20.png,37_20,1
709,full_forg\forgeries_37_21.png,37_21,1
710,full_forg\forgeries_37_22.png,37_22,1
711,full_forg\forgeries_37_23.png,37_23,1
712,full_forg\forgeries_37_24.png,37_24,1
713,full_forg\forgeries_37_3.png,37_3,1
714,full_forg\forgeries_37_4.png,37_4,1
715,full_forg\forgeries_37_5.png,37_5,1
716,full_forg\forgeries_37_6.png,37_6,1
717,full_forg\forgeries_37_7.png,37_7,1
718,full_forg\forgeries_37_8.png,37_8,1
719,full_forg\forgeries_37_9.png,37_9,1
720,full_forg\forgeries_38_1.png,38_1,1
721,full_forg\forgeries_38_10.png,38_10,1
722,full_forg\forgeries_38_11.png,38_11,1
723,full_forg\forgeries_38_12.png,38_12,1
724,full_forg\forgeries_38_13.png,38_13,1
725,full_forg\forgeries_38_14.png,38_14,1
726,full_forg\forgeries_38_15.png,38_15,1
727,full_forg\forgeries_38_16.png,38_16,1
728,full_forg\forgeries_38_17.png,38_17,1
729,full_forg\forgeries_38_18.png,38_18,1
730,full_forg\forgeries_38_19.png,38_19,1
731,full_forg\forgeries_38_2.png,38_2,1
732,full_forg\forgeries_38_20.png,38_20,1
733,full_forg\forgeries_38_21.png,38_21,1
734,full_forg\forgeries_38_22.png,38_22,1
735,full_forg\forgeries_38_23.png,38_23,1
736,full_forg\forgeries_38_24.png,38_24,1
737,full_forg\forgeries_38_3.png,38_3,1
738,full_forg\forgeries_38_4.png,38_4,1
739,full_forg\forgeries_38_5.png,38_5,1
740,full_forg\forgeries_38_6.png,38_6,1
741,full_forg\forgeries_38_7.png,38_7,1
742,full_forg\forgeries_38_8.png,38_8,1
743,full_forg\forgeries_38_9.png,38_9,1
744,full_forg\forgeries_39_1.png,39_1,1
745,full_forg\forgeries_39_10.png,39_10,1
746,full_forg\forgeries_39_11.png,39_11,1
747,full_forg\forgeries_39_12.png,39_12,1
748,full_forg\forgeries_39_13.png,39_13,1
749,full_forg\forgeries_39_14.png,39_14,1
750,full_forg\forgeries_39_15.png,39_15,1
751,full_forg\forgeries_39_16.png,39_16,1
752,full_forg\forgeries_39_17.png,39_17,1
753,full_forg\forgeries_39_18.png,39_18,1
754,full_forg\forgeries_39_19.png,39_19,1
755,full_forg\forgeries_39_2.png,39_2,1
756,full_forg\forgeries_39_20.png,39_20,1
757,full_forg\forgeries_39_21.png,39_21,1
758,full_forg\forgeries_39_22.png,39_22,1
759,full_forg\forgeries_39_23.png,39_23,1
760,full_forg\forgeries_39_24.png,39_24,1
761,full_forg\forgeries_39_3.png,39_3,1
762,full_forg\forgeries_39_4.png,39_4,1
763,full_forg\forgeries_39_5.png,39_5,1
764,full_forg\forgeries_39_6.png,39_6,1
765,full_forg\forgeries_39_7.png,39_7,1
766,full_forg\forgeries_39_8.png,39_8,1
767,full_forg\forgeries_39_9.png,39_9,1
768,full_forg\forgeries_3_1.png,3_1,1
769,full_forg\forgeries_3_10.png,3_10,1
770,full_forg\forgeries_3_11.png,3_11,1
771,full_forg\forgeries_3_12.png,3_12,1
772,full_forg\forgeries_3_13.png,3_13,1
773,full_forg\forgeries_3_14.png,3_14,1
774,full_forg\forgeries_3_15.png,3_15,1
775,full_forg\forgeries_3_16.png,3_16,1
776,full_forg\forgeries_3_17.png,3_17,1
777,full_forg\forgeries_3_18.png,3_18,1
778,full_forg\forgeries_3_19.png,3_19,1
779,full_forg\forgeries_3_2.png,3_2,1
780,full_forg\forgeries_3_20.png,3_20,1
781,full_forg\forgeries_3_21.png,3_21,1
782,full_forg\forgeries_3_22.png,3_22,1
783,full_forg\forgeries_3_23.png,3_23,1
784,full_forg\forgeries_3_24.png,3_24,1
785,full_forg\forgeries_3_3.png,3_3,1
786,full_forg\forgeries_3_4.png,3_4,1
787,full_forg\forgeries_3_5.png,3_5,1
788,full_forg\forgeries_3_6.png,3_6,1
789,full_forg\forgeries_3_7.png,3_7,1
790,full_forg\forgeries_3_8.png,3_8,1
791,full_forg\forgeries_3_9.png,3_9,1
792,full_forg\forgeries_40_1.png,40_1,1
793,full_forg\forgeries_40_10.png,40_10,1
794,full_forg\forgeries_40_11.png,40_11,1
795,full_forg\forgeries_40_12.png,40_12,1
796,full_forg\forgeries_40_13.png,40_13,1
797,full_forg\forgeries_40_14.png,40_14,1
798,full_forg\forgeries_40_15.png,40_15,1
799,full_forg\forgeries_40_16.png,40_16,1
800,full_forg\forgeries_40_17.png,40_17,1
801,full_forg\forgeries_40_18.png,40_18,1
802,full_forg\forgeries_40_19.png,40_19,1
803,full_forg\forgeries_40_2.png,40_2,1
804,full_forg\forgeries_40_20.png,40_20,1
805,full_forg\forgeries_40_21.png,40_21,1
806,full_forg\forgeries_40_22.png,40_22,1
807,full_forg\forgeries_40_23.png,40_23,1
808,full_forg\forgeries_40_24.png,40_24,1
809,full_forg\forgeries_40_3.png,40_3,1
810,full_forg\forgeries_40_4.png,40_4,1
811,full_forg\forgeries_40_5.png,40_5,1
812,full_forg\forgeries_40_6.png,40_6,1
813,full_forg\forgeries_40_7.png,40_7,1
814,full_forg\forgeries_40_8.png,40_8,1
815,full_forg\forgeries_40_9.png,40_9,1
816,full_forg\forgeries_41_1.png,41_1,1
817,full_forg\forgeries_41_10.png,41_10,1
818,full_forg\forgeries_41_11.png,41_11,1
819,full_forg\forgeries_41_12.png,41_12,1
820,full_forg\forgeries_41_13.png,41_13,1
821,full_forg\forgeries_41_14.png,41_14,1
822,full_forg\forgeries_41_15.png,41_15,1
823,full_forg\forgeries_41_16.png,41_16,1
824,full_forg\forgeries_41_17.png,41_17,1
825,full_forg\forgeries_41_18.png,41_18,1
826,full_forg\forgeries_41_19.png,41_19,1
827,full_forg\forgeries_41_2.png,41_2,1
828,full_forg\forgeries_41_20.png,41_20,1
829,full_forg\forgeries_41_21.png,41_21,1
830,full_forg\forgeries_41_22.png,41_22,1
831,full_forg\forgeries_41_23.png,41_23,1
832,full_forg\forgeries_41_24.png,41_24,1
833,full_forg\forgeries_41_3.png,41_3,1
834,full_forg\forgeries_41_4.png,41_4,1
835,full_forg\forgeries_41_5.png,41_5,1
836,full_forg\forgeries_41_6.png,41_6,1
837,full_forg\forgeries_41_7.png,41_7,1
838,full_forg\forgeries_41_8.png,41_8,1
839,full_forg\forgeries_41_9.png,41_9,1
840,full_forg\forgeries_42_1.png,42_1,1
841,full_forg\forgeries_42_10.png,42_10,1
842,full_forg\forgeries_42_11.png,42_11,1
843,full_forg\forgeries_42_12.png,42_12,1
844,full_forg\forgeries_42_13.png,42_13,1
845,full_forg\forgeries_42_14.png,42_14,1
846,full_forg\forgeries_42_15.png,42_15,1
847,full_forg\forgeries_42_16.png,42_16,1
848,full_forg\forgeries_42_17.png,42_17,1
849,full_forg\forgeries_42_18.png,42_18,1
850,full_forg\forgeries_42_19.png,42_19,1
851,full_forg\forgeries_42_2.png,42_2,1
852,full_forg\forgeries_42_20.png,42_20,1
853,full_forg\forgeries_42_21.png,42_21,1
854,full_forg\forgeries_42_22.png,42_22,1
855,full_forg\forgeries_42_23.png,42_23,1
856,full_forg\forgeries_42_24.png,42_24,1
857,full_forg\forgeries_42_3.png,42_3,1
858,full_forg\forgeries_42_4.png,42_4,1
859,full_forg\forgeries_42_5.png,42_5,1
860,full_forg\forgeries_42_6.png,42_6,1
861,full_forg\forgeries_42_7.png,42_7,1
862,full_forg\forgeries_42_8.png,42_8,1
863,full_forg\forgeries_42_9.png,42_9,1
864,full_forg\forgeries_43_1.png,43_1,1
865,full_forg\forgeries_43_10.png,43_10,1
866,full_forg\forgeries_43_11.png,43_11,1
867,full_forg\forgeries_43_12.png,43_12,1
868,full_forg\forgeries_43_13.png,43_13,1
869,full_forg\forgeries_43_14.png,43_14,1
870,full_forg\forgeries_43_15.png,43_15,1
871,full_forg\forgeries_43_16.png,43_16,1
872,full_forg\forgeries_43_17.png,43_17,1
873,full_forg\forgeries_43_18.png,43_18,1
874,full_forg\forgeries_43_19.png,43_19,1
875,full_forg\forgeries_43_2.png,43_2,1
876,full_forg\forgeries_43_20.png,43_20,1
877,full_forg\forgeries_43_21.png,43_21,1
878,full_forg\forgeries_43_22.png,43_22,1
879,full_forg\forgeries_43_23.png,43_23,1
880,full_forg\forgeries_43_24.png,43_24,1
881,full_forg\forgeries_43_3.png,43_3,1
882,full_forg\forgeries_43_4.png,43_4,1
883,full_forg\forgeries_43_5.png,43_5,1
884,full_forg\forgeries_43_6.png,43_6,1
885,full_forg\forgeries_43_7.png,43_7,1
886,full_forg\forgeries_43_8.png,43_8,1
887,full_forg\forgeries_43_9.png,43_9,1
888,full_forg\forgeries_44_1.png,44_1,1
889,full_forg\forgeries_44_10.png,44_10,1
890,full_forg\forgeries_44_11.png,44_11,1
891,full_forg\forgeries_44_12.png,44_12,1
892,full_forg\forgeries_44_13.png,44_13,1
893,full_forg\forgeries_44_14.png,44_14,1
894,full_forg\forgeries_44_15.png,44_15,1
895,full_forg\forgeries_44_16.png,44_16,1
896,full_forg\forgeries_44_17.png,44_17,1
897,full_forg\forgeries_44_18.png,44_18,1
898,full_forg\forgeries_44_19.png,44_19,1
899,full_forg\forgeries_44_2.png,44_2,1
900,full_forg\forgeries_44_20.png,44_20,1
901,full_forg\forgeries_44_21.png,44_21,1
902,full_forg\forgeries_44_22.png,44_22,1
903,full_forg\forgeries_44_23.png,44_23,1
904,full_forg\forgeries_44_24.png,44_24,1
905,full_forg\forgeries_44_3.png,44_3,1
906,full_forg\forgeries_44_4.png,44_4,1
907,full_forg\forgeries_44_5.png,44_5,1
908,full_forg\forgeries_44_6.png,44_6,1
909,full_forg\forgeries_44_7.png,44_7,1
910,full_forg\forgeries_44_8.png,44_8,1
911,full_forg\forgeries_44_9.png,44_9,1
912,full_forg\forgeries_45_1.png,45_1,1
913,full_forg\forgeries_45_10.png,45_10,1
914,full_forg\forgeries_45_11.png,45_11,1
915,full_forg\forgeries_45_12.png,45_12,1
916,full_forg\forgeries_45_13.png,45_13,1
917,full_forg\forgeries_45_14.png,45_14,1
918,full_forg\forgeries_45_15.png,45_15,1
919,full_forg\forgeries_45_16.png,45_16,1
920,full_forg\forgeries_45_17.png,45_17,1
921,full_forg\forgeries_45_18.png,45_18,1
922,full_forg\forgeries_45_19.png,45_19,1
923,full_forg\forgeries_45_2.png,45_2,1
924,full_forg\forgeries_45_20.png,45_20,1
925,full_forg\forgeries_45_21.png,45_21,1
926,full_forg\forgeries_45_22.png,45_22,1
927,full_forg\forgeries_45_23.png,45_23,1
928,full_forg\forgeries_45_24.png,45_24,1
929,full_forg\forgeries_45_3.png,45_3,1
930,full_forg\forgeries_45_4.png,45_4,1
931,full_forg\forgeries_45_5.png,45_5,1
932,full_forg\forgeries_45_6.png,45_6,1
933,full_forg\forgeries_45_7.png,45_7,1
934,full_forg\forgeries_45_8.png,45_8,1
935,full_forg\forgeries_45_9.png,45_9,1
936,full_forg\forgeries_46_1.png,46_1,1
937,full_forg\forgeries_46_10.png,46_10,1
938,full_forg\forgeries_46_11.png,46_11,1
939,full_forg\forgeries_46_12.png,46_12,1
940,full_forg\forgeries_46_13.png,46_13,1
941,full_forg\forgeries_46_14.png,46_14,1
942,full_forg\forgeries_46_15.png,46_15,1
943,full_forg\forgeries_46_16.png,46_16,1
944,full_forg\forgeries_46_17.png,46_17,1
945,full_forg\forgeries_46_18.png,46_18,1
946,full_forg\forgeries_46_19.png,46_19,1
947,full_forg\forgeries_46_2.png,46_2,1
948,full_forg\forgeries_46_20.png,46_20,1
949,full_forg\forgeries_46_21.png,46_21,1
950,full_forg\forgeries_46_22.png,46_22,1
951,full_forg\forgeries_46_23.png,46_23,1
952,full_forg\forgeries_46_24.png,46_24,1
953,full_forg\forgeries_46_3.png,46_3,1
954,full_forg\forgeries_46_4.png,46_4,1
955,full_forg\forgeries_46_5.png,46_5,1
956,full_forg\forgeries_46_6.png,46_6,1
957,full_forg\forgeries_46_7.png,46_7,1
958,full_forg\forgeries_46_8.png,46_8,1
959,full_forg\forgeries_46_9.png,46_9,1
960,full_forg\forgeries_47_1.png,47_1,1
961,full_forg\forgeries_47_10.png,47_10,1
962,full_forg\forgeries_47_11.png,47_11,1
963,full_forg\forgeries_47_12.png,47_12,1
964,full_forg\forgeries_47_13.png,47_13,1
965,full_forg\forgeries_47_14.png,47_14,1
966,full_forg\forgeries_47_15.png,47_15,1
967,full_forg\forgeries_47_16.png,47_16,1
968,full_forg\forgeries_47_17.png,47_17,1
969,full_forg\forgeries_47_18.png,47_18,1
970,full_forg\forgeries_47_19.png,47_19,1
971,full_forg\forgeries_47_2.png,47_2,1
972,full_forg\forgeries_47_20.png,47_20,1
973,full_forg\forgeries_47_21.png,47_21,1
974,full_forg\forgeries_47_22.png,47_22,1
975,full_forg\forgeries_47_23.png,47_23,1
976,full_forg\forgeries_47_24.png,47_24,1
977,full_forg\forgeries_47_3.png,47_3,1
978,full_forg\forgeries_47_4.png,47_4,1
979,full_forg\forgeries_47_5.png,47_5,1
980,full_forg\forgeries_47_6.png,47_6,1
981,full_forg\forgeries_47_7.png,47_7,1
982,full_forg\forgeries_47_8.png,47_8,1
983,full_forg\forgeries_47_9.png,47_9,1
984,full_forg\forgeries_48_1.png,48_1,1
985,full_forg\forgeries_48_10.png,48_10,1
986,full_forg\forgeries_48_11.png,48_11,1
987,full_forg\forgeries_48_12.png,48_12,1
988,full_forg\forgeries_48_13.png,48_13,1
989,full_forg\forgeries_48_14.png,48_14,1
990,full_forg\forgeries_48_15.png,48_15,1
991,full_forg\forgeries_48_16.png,48_16,1
992,full_forg\forgeries_48_17.png,48_17,1
993,full_forg\forgeries_48_18.png,48_18,1
994,full_forg\forgeries_48_19.png,48_19,1
995,full_forg\forgeries_48_2.png,48_2,1
996,full_forg\forgeries_48_20.png,48_20,1
997,full_forg\forgeries_48_21.png,48_21,1
998,full_forg\forgeries_48_22.png,48_22,1
999,full_forg\forgeries_48_23.png,48_23,1
1000,full_forg\forgeries_48_24.png,48_24,1
1001,full_forg\forgeries_48_3.png,48_3,1
1002,full_forg\forgeries_48_4.png,48_4,1
1003,full_forg\forgeries_48_5.png,48_5,1
1004,full_forg\forgeries_48_6.png,48_6,1
1005,full_forg\forgeries_48_7.png,48_7,1
1006,full_forg\forgeries_48_8.png,48_8,1
1007,full_forg\forgeries_48_9.png,48_9,1
1008,full_forg\forgeries_49_1.png,49_1,1
1009,full_forg\forgeries_49_10.png,49_10,1
1010,full_forg\forgeries_49_11.png,49_11,1
1011,full_forg\forgeries_49_12.png,49_12,1
1012,full_forg\forgeries_49_13.png,49_13,1
1013,full_forg\forgeries_49_14.png,49_14,1
1014,full_forg\forgeries_49_15.png,49_15,1
1015,full_forg\forgeries_49_16.png,49_16,1
1016,full_forg\forgeries_49_17.png,49_17,1
1017,full_forg\forgeries_49_18.png,49_18,1
1018,full_forg\forgeries_49_19.png,49_19,1
1019,full_forg\forgeries_49_2.png,49_2,1
1020,full_forg\forgeries_49_20.png,49_20,1
1021,full_forg\forgeries_49_21.png,49_21,1
1022,full_forg\forgeries_49_22.png,49_22,1
1023,full_forg\forgeries_49_23.png,49_23,1
1024,full_forg\forgeries_49_24.png,49_24,1
1025,full_forg\forgeries_49_3.png,49_3,1
1026,full_forg\forgeries_49_4.png,49_4,1
1027,full_forg\forgeries_49_5.png,49_5,1
1028,full_forg\forgeries_49_6.png,49_6,1
1029,full_forg\forgeries_49_7.png,49_7,1
1030,full_forg\forgeries_49_8.png,49_8,1
1031,full_forg\forgeries_49_9.png,49_9,1
1032,full_forg\forgeries_4_1.png,4_1,1
1033,full_forg\forgeries_4_10.png,4_10,1
1034,full_forg\forgeries_4_11.png,4_11,1
1035,full_forg\forgeries_4_12.png,4_12,1
1036,full_forg\forgeries_4_13.png,4_13,1
1037,full_forg\forgeries_4_14.png,4_14,1
1038,full_forg\forgeries_4_15.png,4_15,1
1039,full_forg\forgeries_4_16.png,4_16,1
1040,full_forg\forgeries_4_17.png,4_17,1
1041,full_forg\forgeries_4_18.png,4_18,1
1042,full_forg\forgeries_4_19.png,4_19,1
1043,full_forg\forgeries_4_2.png,4_2,1
1044,full_forg\forgeries_4_20.png,4_20,1
1045,full_forg\forgeries_4_21.png,4_21,1
1046,full_forg\forgeries_4_22.png,4_22,1
1047,full_forg\forgeries_4_23.png,4_23,1
1048,full_forg\forgeries_4_24.png,4_24,1
1049,full_forg\forgeries_4_3.png,4_3,1
1050,full_forg\forgeries_4_4.png,4_4,1
1051,full_forg\forgeries_4_5.png,4_5,1
1052,full_forg\forgeries_4_6.png,4_6,1
1053,full_forg\forgeries_4_7.png,4_7,1
1054,full_forg\forgeries_4_8.png,4_8,1
1055,full_forg\forgeries_4_9.png,4_9,1
1056,full_forg\forgeries_50_1.png,50_1,1
1057,full_forg\forgeries_50_10.png,50_10,1
1058,full_forg\forgeries_50_11.png,50_11,1
1059,full_forg\forgeries_50_12.png,50_12,1
1060,full_forg\forgeries_50_13.png,50_13,1
1061,full_forg\forgeries_50_14.png,50_14,1
1062,full_forg\forgeries_50_15.png,50_15,1
1063,full_forg\forgeries_50_16.png,50_16,1
1064,full_forg\forgeries_50_17.png,50_17,1
1065,full_forg\forgeries_50_18.png,50_18,1
1066,full_forg\forgeries_50_19.png,50_19,1
1067,full_forg\forgeries_50_2.png,50_2,1
1068,full_forg\forgeries_50_20.png,50_20,1
1069,full_forg\forgeries_50_21.png,50_21,1
1070,full_forg\forgeries_50_22.png,50_22,1
1071,full_forg\forgeries_50_23.png,50_23,1
1072,full_forg\forgeries_50_24.png,50_24,1
1073,full_forg\forgeries_50_3.png,50_3,1
1074,full_forg\forgeries_50_4.png,50_4,1
1075,full_forg\forgeries_50_5.png,50_5,1
1076,full_forg\forgeries_50_6.png,50_6,1
1077,full_forg\forgeries_50_7.png,50_7,1
1078,full_forg\forgeries_50_8.png,50_8,1
1079,full_forg\forgeries_50_9.png,50_9,1
1080,full_forg\forgeries_51_1.png,51_1,1
1081,full_forg\forgeries_51_10.png,51_10,1
1082,full_forg\forgeries_51_11.png,51_11,1
1083,full_forg\forgeries_51_12.png,51_12,1
1084,full_forg\forgeries_51_13.png,51_13,1
1085,full_forg\forgeries_51_14.png,51_14,1
1086,full_forg\forgeries_51_15.png,51_15,1
1087,full_forg\forgeries_51_16.png,51_16,1
1088,full_forg\forgeries_51_17.png,51_17,1
1089,full_forg\forgeries_51_18.png,51_18,1
1090,full_forg\forgeries_51_19.png,51_19,1
1091,full_forg\forgeries_51_2.png,51_2,1
1092,full_forg\forgeries_51_20.png,51_20,1
1093,full_forg\forgeries_51_21.png,51_21,1
1094,full_forg\forgeries_51_22.png,51_22,1
1095,full_forg\forgeries_51_23.png,51_23,1
1096,full_forg\forgeries_51_24.png,51_24,1
1097,full_forg\forgeries_51_3.png,51_3,1
1098,full_forg\forgeries_51_4.png,51_4,1
1099,full_forg\forgeries_51_5.png,51_5,1
1100,full_forg\forgeries_51_6.png,51_6,1
1101,full_forg\forgeries_51_7.png,51_7,1
1102,full_forg\forgeries_51_8.png,51_8,1
1103,full_forg\forgeries_51_9.png,51_9,1
1104,full_forg\forgeries_52_1.png,52_1,1
1105,full_forg\forgeries_52_10.png,52_10,1
1106,full_forg\forgeries_52_11.png,52_11,1
1107,full_forg\forgeries_52_12.png,52_12,1
1108,full_forg\forgeries_52_13.png,52_13,1
1109,full_forg\forgeries_52_14.png,52_14,1
1110,full_forg\forgeries_52_15.png,52_15,1
1111,full_forg\forgeries_52_16.png,52_16,1
1112,full_forg\forgeries_52_17.png,52_17,1
1113,full_forg\forgeries_52_18.png,52_18,1
1114,full_forg\forgeries_52_19.png,52_19,1
1115,full_forg\forgeries_52_2.png,52_2,1
1116,full_forg\forgeries_52_20.png,52_20,1
1117,full_forg\forgeries_52_21.png,52_21,1
1118,full_forg\forgeries_52_22.png,52_22,1
1119,full_forg\forgeries_52_23.png,52_23,1
1120,full_forg\forgeries_52_24.png,52_24,1
1121,full_forg\forgeries_52_3.png,52_3,1
1122,full_forg\forgeries_52_4.png,52_4,1
1123,full_forg\forgeries_52_5.png,52_5,1
1124,full_forg\forgeries_52_6.png,52_6,1
1125,full_forg\forgeries_52_7.png,52_7,1
1126,full_forg\forgeries_52_8.png,52_8,1
1127,full_forg\forgeries_52_9.png,52_9,1
1128,full_forg\forgeries_53_1.png,53_1,1
1129,full_forg\forgeries_53_10.png,53_10,1
1130,full_forg\forgeries_53_11.png,53_11,1
1131,full_forg\forgeries_53_12.png,53_12,1
1132,full_forg\forgeries_53_13.png,53_13,1
1133,full_forg\forgeries_53_14.png,53_14,1
1134,full_forg\forgeries_53_15.png,53_15,1
1135,full_forg\forgeries_53_16.png,53_16,1
1136,full_forg\forgeries_53_17.png,53_17,1
1137,full_forg\forgeries_53_18.png,53_18,1
1138,full_forg\forgeries_53_19.png,53_19,1
1139,full_forg\forgeries_53_2.png,53_2,1
1140,full_forg\forgeries_53_20.png,53_20,1
1141,full_forg\forgeries_53_21.png,53_21,1
1142,full_forg\forgeries_53_22.png,53_22,1
1143,full_forg\forgeries_53_23.png,53_23,1
1144,full_forg\forgeries_53_24.png,53_24,1
1145,full_forg\forgeries_53_3.png,53_3,1
1146,full_forg\forgeries_53_4.png,53_4,1
1147,full_forg\forgeries_53_5.png,53_5,1
1148,full_forg\forgeries_53_6.png,53_6,1
1149,full_forg\forgeries_53_7.png,53_7,1
1150,full_forg\forgeries_53_8.png,53_8,1
1151,full_forg\forgeries_53_9.png,53_9,1
1152,full_forg\forgeries_54_1.png,54_1,1
1153,full_forg\forgeries_54_10.png,54_10,1
1154,full_forg\forgeries_54_11.png,54_11,1
1155,full_forg\forgeries_54_12.png,54_12,1
1156,full_forg\forgeries_54_13.png,54_13,1
1157,full_forg\forgeries_54_14.png,54_14,1
